,lpep_pickup_datetime,lpep_dropoff_datetime,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,total_amount,payment_type,trip_type,congestion_surcharge,taxi_type
248,2023-01-01 03:33:20,2023-01-01 03:39:12,7,223,1.0,0.86,7.9,1.0,0.5,0.0,0.0,,10.4,2.0,1.0,0.0,green_taxi
249,2023-01-01 04:35:58,2023-01-01 04:40:44,181,181,1.0,1.52,8.6,1.0,0.5,2.22,0.0,,13.32,1.0,1.0,0.0,green_taxi
250,2023-01-01 04:50:07,2023-01-01 05:04:35,181,85,1.0,3.09,17.0,1.0,0.5,3.9,0.0,,23.4,1.0,1.0,0.0,green_taxi
251,2023-01-01 04:10:25,2023-01-01 04:22:32,256,52,1.0,5.1,22.6,1.0,1.5,5.0,0.0,,30.1,1.0,1.0,0.0,green_taxi
252,2023-01-01 04:42:07,2023-01-01 05:00:07,255,7,1.0,6.9,30.3,1.0,1.5,6.55,0.0,,39.35,1.0,1.0,0.0,green_taxi
253,2023-01-01 04:25:49,2023-01-01 04:33:50,181,97,1.0,1.31,9.3,1.0,0.5,3.54,0.0,,15.34,1.0,1.0,0.0,green_taxi
254,2023-01-01 04:21:35,2023-01-01 04:30:00,129,129,0.0,1.3,8.0,0.5,1.5,2.8,4.0,,16.8,1.0,1.0,0.0,green_taxi
255,2023-01-01 04:53:28,2023-01-01 05:44:10,42,119,1.0,6.41,47.8,1.0,0.5,0.0,0.0,,50.3,2.0,1.0,0.0,green_taxi
256,2023-01-01 04:44:12,2023-01-01 05:12:29,41,97,1.0,11.89,49.2,1.0,0.5,0.0,0.0,,54.45,1.0,1.0,2.75,green_taxi
257,2023-01-01 04:56:36,2023-01-01 05:18:17,147,241,3.0,5.95,27.5,1.0,0.5,0.0,0.0,,30.0,2.0,1.0,0.0,green_taxi
258,2023-01-01 04:37:26,2023-01-01 04:37:30,260,260,1.0,0.0,15.0,0.0,0.0,0.0,0.0,,15.3,1.0,2.0,0.0,green_taxi
259,2023-01-01 04:18:51,2023-01-01 04:35:46,228,148,1.0,7.39,60.0,0.0,0.0,5.0,0.0,,68.05,1.0,2.0,2.75,green_taxi
260,2023-01-01 04:57:31,2023-01-01 05:20:38,228,229,2.0,11.14,50.0,0.0,0.0,10.61,0.0,,63.66,1.0,2.0,2.75,green_taxi
261,2023-01-01 04:02:21,2023-01-01 04:28:43,129,112,1.0,5.16,30.3,1.0,0.5,0.0,0.0,,32.8,2.0,1.0,0.0,green_taxi
262,2023-01-01 04:03:36,2023-01-02 03:31:50,65,37,5.0,3.61,20.5,1.0,0.5,0.0,0.0,,23.0,2.0,1.0,0.0,green_taxi
263,2023-01-01 04:28:24,2023-01-01 05:00:55,36,50,1.0,8.98,41.5,1.0,0.5,5.5,0.0,,52.25,1.0,1.0,2.75,green_taxi
264,2023-01-01 04:03:13,2023-01-01 04:27:23,166,78,1.0,5.32,27.5,1.0,0.5,0.0,0.0,,30.0,2.0,1.0,0.0,green_taxi
265,2023-01-01 04:27:54,2023-01-01 04:44:35,256,228,1.0,8.46,33.8,1.0,0.5,2.0,0.0,,38.3,1.0,1.0,0.0,green_taxi
266,2023-01-01 04:17:12,2023-01-01 04:24:28,82,260,1.0,0.75,7.2,1.0,0.5,1.94,0.0,,11.64,1.0,1.0,0.0,green_taxi
267,2023-01-01 04:37:45,2023-01-01 04:42:43,256,112,1.0,1.26,7.2,1.0,0.5,0.0,0.0,,9.7,2.0,1.0,0.0,green_taxi
268,2023-01-01 03:50:22,2023-01-01 03:50:25,171,264,1.0,0.0,20.0,0.0,0.0,4.2,0.0,,25.2,1.0,2.0,0.0,green_taxi
269,2023-01-01 04:48:17,2023-01-01 04:48:19,138,264,1.0,0.0,20.0,0.0,0.0,0.0,0.0,,21.0,1.0,2.0,0.0,green_taxi
270,2023-01-01 04:17:32,2023-01-01 05:10:30,129,82,2.0,5.05,44.3,1.0,0.5,0.0,0.0,,46.8,2.0,1.0,0.0,green_taxi
271,2023-01-01 04:17:31,2023-01-01 04:36:17,80,211,2.0,5.73,60.0,0.0,0.0,6.0,0.0,,69.75,1.0,2.0,2.75,green_taxi
272,2023-01-01 04:51:22,2023-01-01 04:51:25,56,56,1.0,0.0,20.0,0.0,0.0,4.2,0.0,,25.2,1.0,2.0,0.0,green_taxi
273,2023-01-01 04:07:07,2023-01-01 04:31:21,226,173,1.0,3.92,24.7,1.0,0.5,0.0,0.0,,27.2,2.0,1.0,0.0,green_taxi
274,2023-01-01 04:10:23,2023-01-01 04:39:08,25,228,1.0,4.5,21.0,0.5,1.5,5.75,0.0,,28.75,1.0,1.0,0.0,green_taxi
275,2023-01-01 04:09:57,2023-01-01 04:15:37,69,42,1.0,0.83,7.2,1.0,0.5,0.0,0.0,,9.7,1.0,1.0,0.0,green_taxi
276,2023-01-01 04:34:02,2023-01-01 04:47:43,82,82,1.0,1.92,12.1,1.0,0.5,0.0,0.0,,14.6,2.0,1.0,0.0,green_taxi
277,2023-01-01 05:01:20,2023-01-01 05:23:49,80,181,1.0,6.99,31.7,1.0,0.5,10.26,0.0,,44.46,1.0,1.0,0.0,green_taxi
278,2023-01-01 05:21:07,2023-01-01 05:22:06,75,75,5.0,0.0,3.0,1.0,0.5,0.0,0.0,,5.5,2.0,1.0,0.0,green_taxi
279,2023-01-01 05:40:32,2023-01-01 05:45:02,75,238,5.0,1.15,7.2,1.0,0.5,2.49,0.0,,14.94,1.0,1.0,2.75,green_taxi
280,2023-01-01 05:10:55,2023-01-01 05:17:55,75,41,1.0,1.63,10.0,1.0,0.5,0.0,0.0,,12.5,2.0,1.0,0.0,green_taxi
281,2023-01-01 05:25:07,2023-01-01 05:53:25,129,230,1.0,6.09,31.7,1.0,0.5,0.0,0.0,,36.95,2.0,1.0,2.75,green_taxi
282,2023-01-01 05:13:15,2023-01-01 05:24:52,129,260,1.0,1.36,12.1,1.0,0.5,0.0,0.0,,14.6,2.0,1.0,0.0,green_taxi
283,2023-01-01 05:29:35,2023-01-01 05:29:37,264,264,1.0,0.0,12.0,0.0,0.0,2.6,0.0,,15.6,1.0,2.0,0.0,green_taxi
284,2023-01-01 05:00:07,2023-01-01 05:02:13,42,42,1.0,0.37,5.1,1.0,0.5,0.0,0.0,,7.6,2.0,1.0,0.0,green_taxi
285,2023-01-01 05:16:49,2023-01-01 05:29:10,130,218,1.0,2.88,14.9,1.0,0.5,0.0,0.0,,17.4,1.0,1.0,0.0,green_taxi
286,2023-01-01 05:44:20,2023-01-01 05:58:03,92,121,1.0,4.25,20.5,1.0,0.5,0.0,0.0,,23.0,2.0,1.0,0.0,green_taxi
287,2023-01-01 05:34:37,2023-01-01 05:46:47,80,145,5.0,4.58,19.8,1.0,0.5,4.46,0.0,,26.76,1.0,1.0,0.0,green_taxi
288,2023-01-01 05:51:55,2023-01-01 05:55:59,256,148,1.0,2.07,45.0,0.0,0.0,0.0,0.0,,48.75,1.0,2.0,2.75,green_taxi
289,2023-01-01 05:01:33,2023-01-01 05:19:40,129,37,3.0,5.2,24.7,1.0,0.5,5.44,0.0,,32.64,1.0,1.0,0.0,green_taxi
290,2023-01-01 05:51:25,2023-01-01 06:00:25,82,82,3.0,0.97,9.3,1.0,0.5,2.95,0.0,,14.75,1.0,1.0,0.0,green_taxi
291,2023-01-01 05:04:56,2023-01-01 05:24:21,244,138,1.0,11.0,43.6,6.0,0.5,9.9,6.55,,67.55,1.0,1.0,0.0,green_taxi
292,2023-01-01 06:51:04,2023-01-01 06:54:23,41,151,1.0,0.58,5.8,0.0,0.5,1.46,0.0,,8.76,1.0,1.0,0.0,green_taxi
293,2023-01-01 07:02:38,2023-01-01 07:08:21,42,42,1.0,1.15,7.9,0.0,0.5,0.0,0.0,,9.4,2.0,1.0,0.0,green_taxi
294,2023-01-01 06:46:08,2023-01-01 06:55:03,263,244,1.0,5.4,22.6,0.0,0.5,3.0,0.0,,27.1,1.0,1.0,0.0,green_taxi
295,2023-01-01 06:56:40,2023-01-01 06:58:33,244,244,1.0,0.56,5.1,0.0,0.5,0.0,0.0,,6.6,2.0,1.0,0.0,green_taxi
296,2023-01-01 06:04:55,2023-01-01 06:04:56,7,264,1.0,0.0,12.0,0.0,0.0,3.9,0.0,,16.9,1.0,2.0,0.0,green_taxi
297,2023-01-01 06:36:05,2023-01-01 06:58:19,196,186,2.0,7.63,33.8,0.0,0.5,54.0,6.55,,98.6,1.0,1.0,2.75,green_taxi
298,2022-12-09 14:10:49,2022-12-09 14:22:26,7,56,1.0,5.37,16.0,0.0,0.5,0.0,0.0,,16.8,2.0,1.0,0.0,green_taxi
299,2023-01-01 06:50:44,2023-01-01 07:01:00,82,173,1.0,2.1,12.1,0.0,1.5,2.7,0.0,,16.3,1.0,1.0,0.0,green_taxi
300,2023-01-01 06:46:18,2023-01-01 06:51:17,83,157,1.0,1.1,6.0,0.0,0.5,0.0,0.0,,6.8,2.0,1.0,0.0,green_taxi
301,2023-01-01 06:18:50,2023-01-01 06:30:52,116,163,1.0,5.61,24.0,0.0,0.5,5.65,0.0,,33.9,1.0,1.0,2.75,green_taxi
302,2023-01-01 07:57:43,2023-01-01 08:03:09,75,263,1.0,1.35,8.6,0.0,0.5,0.0,0.0,,12.85,2.0,1.0,2.75,green_taxi
303,2023-01-01 07:38:05,2023-01-01 07:45:46,152,244,1.0,2.1,9.0,0.0,1.5,1.0,0.0,,11.5,1.0,1.0,0.0,green_taxi
304,2023-01-01 07:24:16,2023-01-01 07:32:40,75,166,5.0,2.13,12.1,0.0,0.5,3.4,0.0,,17.0,1.0,1.0,0.0,green_taxi
305,2023-01-01 07:46:35,2023-01-01 07:56:08,260,138,1.0,4.0,18.4,5.0,0.5,4.98,0.0,,29.88,1.0,1.0,0.0,green_taxi
306,2023-01-01 07:37:45,2023-01-01 07:47:43,74,138,1.0,6.47,26.1,5.0,0.5,7.83,6.55,,46.98,1.0,1.0,0.0,green_taxi
307,2023-01-01 07:22:22,2023-01-01 07:44:27,7,132,1.0,14.24,54.8,0.0,0.5,5.0,0.0,,61.3,1.0,1.0,0.0,green_taxi
308,2023-01-01 07:33:16,2023-01-01 07:40:22,43,141,1.0,2.02,11.4,0.0,0.5,3.13,0.0,,18.78,1.0,1.0,2.75,green_taxi
309,2023-01-01 07:05:31,2023-01-01 07:25:13,82,192,1.0,4.8,24.7,0.0,0.5,10.08,0.0,,36.28,1.0,1.0,0.0,green_taxi
310,2023-01-01 07:49:20,2023-01-01 07:57:47,129,223,1.0,2.26,12.8,0.0,0.5,0.0,0.0,,14.3,2.0,1.0,0.0,green_taxi
311,2023-01-01 07:38:12,2023-01-01 07:43:04,92,92,2.0,0.67,6.5,0.0,0.5,0.0,0.0,,8.0,2.0,1.0,0.0,green_taxi
312,2023-01-01 07:56:06,2023-01-01 08:22:01,37,241,1.0,15.52,58.3,0.0,0.5,0.0,6.55,,66.35,2.0,1.0,0.0,green_taxi
313,2023-01-01 07:57:54,2023-01-01 08:15:47,82,236,1.0,7.77,33.8,0.0,0.5,7.06,0.0,,42.36,1.0,1.0,0.0,green_taxi
314,2023-01-01 07:25:41,2023-01-01 07:39:25,65,138,2.0,10.36,50.0,5.0,0.0,10.0,0.0,,66.0,1.0,2.0,0.0,green_taxi
315,2023-01-01 07:47:02,2023-01-01 08:18:40,92,146,2.0,7.68,38.0,0.0,0.5,0.0,0.0,,38.8,2.0,1.0,0.0,green_taxi
316,2023-01-01 07:06:58,2023-01-01 07:23:19,74,142,1.0,0.0,10.5,0.0,0.5,2.81,0.0,,16.86,1.0,1.0,2.75,green_taxi
317,2023-01-01 07:46:25,2023-01-01 07:50:15,74,74,1.0,1.2,7.2,0.0,1.5,1.0,0.0,,9.7,1.0,1.0,0.0,green_taxi
318,2022-12-09 14:55:42,2022-12-09 15:33:06,260,164,1.0,5.48,25.5,0.0,0.5,0.0,6.55,,35.6,2.0,1.0,2.75,green_taxi
319,2023-01-01 07:38:12,2023-01-01 07:46:16,82,95,1.0,1.95,8.5,0.0,0.5,1.0,0.0,,10.3,1.0,1.0,0.0,green_taxi
320,2023-01-01 07:52:09,2023-01-01 07:56:18,41,166,1.0,0.69,6.5,0.0,0.5,7.0,0.0,,15.0,1.0,1.0,0.0,green_taxi
321,2023-01-01 07:22:01,2023-01-01 07:32:33,130,132,1.0,5.19,20.0,0.0,0.0,0.0,0.0,,21.0,1.0,2.0,0.0,green_taxi
322,2023-01-01 08:47:30,2023-01-01 08:56:31,41,74,1.0,1.78,11.4,0.0,0.5,2.0,0.0,,14.9,1.0,1.0,0.0,green_taxi
323,2023-01-01 08:15:05,2023-01-01 08:37:08,236,184,1.0,12.43,47.8,0.0,0.5,7.0,0.0,,56.3,1.0,1.0,0.0,green_taxi
324,2023-01-01 08:20:36,2023-01-01 08:23:40,41,41,1.0,0.62,5.8,0.0,0.5,1.46,0.0,,8.76,1.0,1.0,0.0,green_taxi
325,2023-01-01 08:03:22,2023-01-01 08:12:09,74,151,1.0,2.0,10.7,0.0,1.5,2.4,0.0,,14.6,1.0,1.0,0.0,green_taxi
326,2023-01-01 08:38:00,2023-01-01 08:49:01,74,237,1.0,2.8,14.2,2.75,1.5,1.0,0.0,,19.45,1.0,1.0,2.75,green_taxi
327,2023-01-01 09:03:23,2023-01-01 09:13:14,166,142,1.0,2.95,14.9,0.0,0.5,3.83,0.0,,22.98,1.0,1.0,2.75,green_taxi
328,2023-01-01 08:10:55,2023-01-01 08:16:16,43,236,5.0,0.85,7.9,0.0,0.5,2.43,0.0,,14.58,1.0,1.0,2.75,green_taxi
329,2023-01-01 08:35:58,2023-01-01 08:41:47,75,75,5.0,0.54,7.2,0.0,0.5,0.0,0.0,,8.7,2.0,1.0,0.0,green_taxi
330,2023-01-01 08:54:25,2023-01-01 08:58:42,41,24,1.0,0.59,6.5,0.0,0.5,0.0,0.0,,8.0,2.0,1.0,0.0,green_taxi
331,2023-01-01 08:24:05,2023-01-01 08:31:50,7,179,1.0,1.09,9.3,0.0,0.5,2.16,0.0,,12.96,1.0,1.0,0.0,green_taxi
332,2023-01-01 08:15:18,2023-01-01 08:37:43,129,95,1.0,3.67,23.3,0.0,0.5,0.0,0.0,,24.8,2.0,1.0,0.0,green_taxi
333,2023-01-01 08:14:02,2023-01-01 08:28:29,41,243,1.0,4.79,21.9,0.0,0.5,2.0,0.0,,25.4,1.0,1.0,0.0,green_taxi
334,2023-01-01 08:54:38,2023-01-01 08:58:21,166,166,1.0,0.76,6.5,0.0,0.5,1.5,0.0,,9.5,1.0,1.0,0.0,green_taxi
335,2023-01-01 08:34:05,2023-01-01 08:45:14,130,138,1.0,7.1,28.2,5.0,0.5,0.0,0.0,,34.7,2.0,1.0,0.0,green_taxi
336,2023-01-01 08:38:39,2023-01-01 08:43:56,75,140,1.0,2.2,10.7,0.0,0.5,0.0,0.0,,14.95,2.0,1.0,2.75,green_taxi
337,2023-01-01 08:52:53,2023-01-01 09:00:01,74,229,1.0,3.12,13.5,0.0,0.5,1.0,0.0,,18.75,1.0,1.0,2.75,green_taxi
338,2023-01-01 08:30:08,2023-01-01 08:59:43,226,179,1.0,3.66,27.5,0.0,0.5,0.0,0.0,,29.0,2.0,1.0,0.0,green_taxi
339,2023-01-01 08:04:03,2023-01-01 08:18:32,7,161,1.0,4.0,19.1,2.75,1.5,0.0,0.0,,23.35,2.0,1.0,2.75,green_taxi
340,2023-01-01 08:44:50,2023-01-01 09:03:27,7,113,1.0,9.4,37.3,2.75,1.5,5.0,0.0,,46.55,1.0,1.0,2.75,green_taxi
341,2023-01-01 08:56:08,2023-01-01 09:03:44,75,74,1.0,1.13,7.0,0.0,0.5,0.0,0.0,,7.8,2.0,1.0,0.0,green_taxi
342,2023-01-01 08:48:40,2023-01-01 08:48:49,223,223,2.0,0.02,28.65,0.0,0.0,7.41,0.0,,37.06,1.0,2.0,0.0,green_taxi
343,2023-01-01 08:23:48,2023-01-01 08:39:43,74,230,1.0,4.4,19.8,2.75,1.5,4.8,0.0,,28.85,1.0,1.0,2.75,green_taxi
344,2023-01-01 08:58:46,2023-01-01 09:02:26,41,42,1.0,0.87,6.5,0.0,0.5,0.01,0.0,,8.01,1.0,1.0,0.0,green_taxi
345,2023-01-01 08:10:36,2023-01-01 08:16:46,130,10,1.0,1.7,9.3,0.0,0.5,2.16,0.0,,12.96,1.0,1.0,0.0,green_taxi
346,2023-01-01 09:04:00,2023-01-01 09:09:59,75,151,1.0,1.27,8.6,0.0,0.5,0.0,0.0,,10.1,1.0,1.0,0.0,green_taxi
347,2023-01-01 09:52:13,2023-01-01 09:58:41,41,116,1.0,1.69,10.0,0.0,0.5,0.0,0.0,,11.5,2.0,1.0,0.0,green_taxi
348,2023-01-01 09:16:18,2023-01-01 09:26:20,43,140,1.0,2.89,15.6,0.0,0.5,3.97,0.0,,23.82,1.0,1.0,2.75,green_taxi
349,2023-01-01 09:48:14,2023-01-01 09:51:26,43,237,1.0,1.31,7.2,0.0,0.5,2.29,0.0,,13.74,1.0,1.0,2.75,green_taxi
350,2023-01-01 09:37:48,2023-01-01 09:40:23,75,74,1.0,1.13,6.5,0.0,0.5,0.0,0.0,,8.0,2.0,1.0,0.0,green_taxi
351,2023-01-01 09:41:22,2023-01-01 09:49:35,74,140,1.0,4.02,17.7,0.0,0.5,0.0,0.0,,21.95,2.0,1.0,2.75,green_taxi
352,2023-01-01 09:51:31,2023-01-01 09:56:04,152,116,1.0,1.08,7.9,0.0,0.5,0.0,0.0,,9.4,2.0,1.0,0.0,green_taxi
353,2023-01-01 09:35:12,2023-01-01 09:47:56,213,167,1.0,0.0,20.5,0.0,1.5,0.0,0.0,,22.0,1.0,1.0,0.0,green_taxi
354,2023-01-01 09:16:38,2023-01-01 09:21:26,42,41,1.0,1.0,7.2,0.0,0.5,0.0,0.0,,8.7,2.0,1.0,0.0,green_taxi
355,2023-01-01 09:02:00,2023-01-01 09:03:56,75,74,1.0,0.9,5.8,0.0,0.5,1.82,0.0,,9.12,1.0,1.0,0.0,green_taxi
356,2023-01-01 09:46:28,2023-01-01 09:53:38,41,151,1.0,1.6,10.0,0.0,0.5,1.0,0.0,,12.5,1.0,1.0,0.0,green_taxi
357,2023-01-01 09:28:50,2023-01-01 09:42:14,74,142,1.0,3.5,17.0,2.75,1.5,0.0,0.0,,21.25,2.0,1.0,2.75,green_taxi
358,2023-01-01 09:38:32,2023-01-01 09:43:57,41,42,1.0,1.22,8.6,0.0,0.5,1.0,0.0,,11.1,1.0,1.0,0.0,green_taxi
359,2023-01-01 10:00:26,2023-01-01 10:03:14,41,24,1.0,0.55,5.1,0.0,0.5,1.32,0.0,,7.92,1.0,1.0,0.0,green_taxi
360,2023-01-01 09:50:23,2023-01-01 09:54:53,166,238,5.0,0.95,7.2,0.0,0.5,2.29,0.0,,13.74,1.0,1.0,2.75,green_taxi
361,2023-01-01 09:40:30,2023-01-01 10:01:41,92,95,1.0,4.31,24.7,0.0,0.5,0.0,0.0,,26.2,2.0,1.0,0.0,green_taxi
362,2023-01-01 09:27:56,2023-01-01 09:37:08,75,237,1.0,2.73,14.2,0.0,0.5,3.69,0.0,,22.14,1.0,1.0,2.75,green_taxi
363,2023-01-01 09:44:55,2023-01-01 09:52:13,75,41,1.0,1.56,10.0,0.0,0.5,0.0,0.0,,11.5,2.0,1.0,0.0,green_taxi
364,2023-01-01 09:35:30,2023-01-01 09:46:07,66,226,1.0,5.88,25.4,0.0,0.5,0.0,0.0,,26.9,2.0,1.0,0.0,green_taxi
365,2023-01-01 09:59:31,2023-01-01 10:06:34,41,43,1.0,2.35,11.4,0.0,0.5,3.13,0.0,,18.78,1.0,1.0,2.75,green_taxi
366,2023-01-01 09:32:15,2023-01-01 09:38:45,75,142,1.0,2.07,11.4,0.0,0.5,0.0,0.0,,15.65,2.0,1.0,2.75,green_taxi
367,2023-01-01 09:06:58,2023-01-01 09:16:43,92,129,1.0,4.3,19.1,0.0,0.5,0.0,0.0,,20.6,2.0,1.0,0.0,green_taxi
368,2023-01-01 09:09:14,2023-01-01 09:12:50,28,28,1.0,0.87,6.5,0.0,0.5,0.0,0.0,,8.0,2.0,1.0,0.0,green_taxi
369,2023-01-01 09:46:24,2023-01-01 09:55:51,152,41,1.0,1.65,10.7,0.0,0.5,0.0,0.0,,12.2,2.0,1.0,0.0,green_taxi
370,2023-01-01 09:34:40,2023-01-01 09:49:00,17,177,1.0,2.58,14.9,0.0,0.5,0.0,0.0,,16.4,2.0,1.0,0.0,green_taxi
371,2023-01-01 09:59:24,2023-01-01 10:09:00,117,86,1.0,2.84,14.2,0.0,0.5,0.0,0.0,,15.7,2.0,1.0,0.0,green_taxi
372,2023-01-01 09:25:34,2023-01-01 09:34:12,7,260,1.0,2.04,11.4,0.0,0.5,0.0,0.0,,12.9,2.0,1.0,0.0,green_taxi
